2020-05-30;00:12:47;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:13:48;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:27:47;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:36:29;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:37:29;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:42:45;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:43:36;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:44:36;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:45:12;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:48:14;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:49:14;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;00:59:19;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:00:19;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:01:19;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:02:20;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:03:20;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:04:21;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:05:21;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:06:22;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:07:22;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:08:22;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:09:23;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:10:23;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:11:24;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:12:24;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-05-30;01:13:25;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
