2020-06-29;00:00:00;240;2;6;0;0
2020-06-29;00:00:00;240;2;5;0;0
2020-06-29;00:30:00;240;2;6;0;0
2020-06-29;00:30:00;240;2;5;0;0
2020-06-29;01:00:00;240;2;6;0;0
2020-06-29;01:00:00;240;2;5;0;0
2020-06-29;01:30:00;240;2;6;0;0
2020-06-29;01:30:00;240;2;5;0;0
2020-06-29;02:00:00;240;2;6;0;0
2020-06-29;02:00:00;240;2;5;0;0
2020-06-29;02:30:00;240;2;6;0;0
2020-06-29;02:30:00;240;2;5;0;0
2020-06-29;03:00:00;240;2;6;0;0
2020-06-29;03:00:00;240;2;5;0;0
2020-06-29;03:30:00;240;2;6;0;0
2020-06-29;03:30:00;240;2;5;0;0
2020-06-29;03:38:32;241;32;34;-127;13
2020-06-29;03:38:32;241;32;35;0;0
2020-06-29;04:00:00;240;2;6;0;0
2020-06-29;04:00:00;240;2;5;0;0
2020-06-29;04:30:00;240;2;6;0;0
2020-06-29;04:30:00;240;2;5;0;0
2020-06-29;05:00:00;240;2;6;0;0
2020-06-29;05:00:00;240;2;5;0;0
2020-06-29;05:30:00;240;2;6;0;0
2020-06-29;05:30:00;240;2;5;0;0
2020-06-29;06:00:00;240;2;6;0;0
2020-06-29;06:00:00;240;2;5;0;0
2020-06-29;06:07:41;241;16;19;-127;16
2020-06-29;06:07:41;241;16;20;0;0
2020-06-29;06:30:00;240;2;6;0;0
2020-06-29;06:30:00;240;2;5;0;0
2020-06-29;07:00:00;240;2;6;0;0
2020-06-29;07:00:00;240;2;5;0;0
2020-06-29;07:03:07;241;32;33;-127;25
2020-06-29;07:03:07;241;32;35;0;0
2020-06-29;07:15:13;242;80;84;-127;27
2020-06-29;07:15:13;242;112;113;0;0
2020-06-29;07:30:00;240;2;6;0;0
2020-06-29;07:30:00;240;2;5;0;0
2020-06-29;08:00:00;240;2;6;0;0
2020-06-29;08:00:00;240;2;5;0;0
2020-06-29;08:30:00;240;2;6;0;0
2020-06-29;08:30:00;240;2;5;0;0
2020-06-29;09:00:00;240;2;6;0;0
2020-06-29;09:00:00;240;2;5;0;0
2020-06-29;09:30:00;240;2;6;0;0
2020-06-29;09:30:00;240;2;5;0;0
2020-06-29;10:00:00;240;2;6;0;0
2020-06-29;10:00:00;240;2;5;0;0
2020-06-29;10:30:00;240;2;6;0;0
2020-06-29;10:30:00;240;2;5;0;0
2020-06-29;11:00:00;240;2;6;0;0
2020-06-29;11:00:00;240;2;5;0;0
2020-06-29;11:30:00;240;2;6;0;0
2020-06-29;11:30:00;240;2;5;0;0
2020-06-29;12:00:00;240;2;6;0;0
2020-06-29;12:00:00;240;2;5;0;0
2020-06-29;12:30:00;240;2;6;0;0
2020-06-29;12:30:00;240;2;5;0;0
2020-06-29;13:00:00;240;2;6;0;0
2020-06-29;13:00:00;240;2;5;0;0
2020-06-29;13:30:00;240;2;6;0;0
2020-06-29;13:30:00;240;2;5;0;0
2020-06-29;14:00:00;244;144;152;0;0
2020-06-29;14:00:00;244;128;129;0;0
2020-06-29;14:00:00;240;2;6;0;0
2020-06-29;14:00:00;240;2;5;0;0
2020-06-29;14:28:13;244;144;149;0;0
2020-06-29;14:28:13;244;128;130;0;0
2020-06-29;14:30:00;240;2;6;0;0
2020-06-29;14:30:00;240;2;5;0;0
2020-06-29;15:00:00;240;2;6;0;0
2020-06-29;15:00:00;240;2;5;0;0
2020-06-29;15:30:00;240;2;6;0;0
2020-06-29;15:30:00;240;2;5;0;0
2020-06-29;16:00:00;240;2;6;0;0
2020-06-29;16:00:00;240;2;5;0;0
2020-06-29;16:30:00;240;2;6;0;0
2020-06-29;16:30:00;240;2;5;0;0
2020-06-29;17:00:00;240;2;6;0;0
2020-06-29;17:00:00;240;2;5;0;0
2020-06-29;17:30:00;240;2;6;0;0
2020-06-29;17:30:00;240;2;5;0;0
2020-06-29;17:48:19;241;16;18;-127;22
2020-06-29;17:48:19;241;16;20;0;0
2020-06-29;18:00:00;240;2;6;0;0
2020-06-29;18:00:00;240;2;5;0;0
2020-06-29;18:30:00;240;2;6;0;0
2020-06-29;18:30:00;240;2;5;0;0
2020-06-29;19:00:00;240;2;6;0;0
2020-06-29;19:00:00;240;2;5;0;0
2020-06-29;19:30:00;240;2;6;0;0
2020-06-29;19:30:00;240;2;5;0;0
2020-06-29;20:00:00;240;2;6;0;0
2020-06-29;20:00:00;240;2;5;0;0
2020-06-29;20:30:00;240;2;6;0;0
2020-06-29;20:30:00;240;2;5;0;0
2020-06-29;21:00:00;240;2;6;0;0
2020-06-29;21:00:00;240;2;5;0;0
2020-06-29;21:00:00;242;80;85;0;0
2020-06-29;21:00:00;242;112;114;0;0
2020-06-29;21:00:00;242;80;81;0;0
2020-06-29;21:00:02;242;64;68;0;0
2020-06-29;21:30:00;240;2;6;0;0
2020-06-29;21:30:00;240;2;5;0;0
2020-06-29;21:54:15;241;32;34;-127;13
2020-06-29;21:54:15;241;32;35;0;0
2020-06-29;22:00:00;240;2;6;0;0
2020-06-29;22:00:00;240;2;5;0;0
2020-06-29;22:30:00;240;2;6;0;0
2020-06-29;22:30:00;240;2;5;0;0
2020-06-29;23:00:00;240;2;6;0;0
2020-06-29;23:00:00;240;2;5;0;0
2020-06-29;23:30:00;240;2;6;0;0
2020-06-29;23:30:00;240;2;5;0;0
