2020-06-18;23:32:13;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:33:13;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:34:14;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:35:14;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:36:15;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:37:15;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:38:15;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:39:16;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:40:16;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:41:17;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:42:17;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:43:18;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:44:18;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:45:19;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:46:19;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:47:20;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:48:20;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:49:21;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:50:21;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:51:22;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:52:22;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:53:23;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:54:23;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:55:23;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:56:24;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:57:24;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:58:25;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
2020-06-18;23:59:25;-127,00;-127,00;0,00;0,00;0,00;0,00;0,00
